#### EXPORT DONNEES METEO POUR "BISCARROSSE" (LAT/LON: 44.3946602/-1.164218)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2022-12-07,11,7,13,7,9,10,0,75,10,1017,31.25,11,4,4,113,113,113,0,2,8.7,météo défavorable,17:25:00,08:27:00,9
2022-12-08,8,4,21,4,7,8,1.4,93,8,1013,68.625,8,7,1,113,122,266,0,3,3.4,météo très défavorable,17:25:00,08:28:00,4
2022-12-09,10,7,15,8,8,9,2.1,94,8.75,1003,83,10,8,5,266,116,116,0,2,5.1,météo défavorable,17:25:00,08:28:00,9
2022-12-10,8,5,21,5,7,8,0,76,10,1013,34.25,8,2,1,113,113,113,0,2,8.7,météo très défavorable,17:25:00,08:29:00,6
2022-12-11,8,3,19,3,6,7,0,75,10,1013,43.25,8,0,-1,122,119,113,0,3,5.1,météo très défavorable,17:25:00,08:30:00,3
2022-12-12,8,3,24,3,7,6,2,60,8.875,1012,39.625,8,4,0,113,113,266,0,3,8.7,météo très défavorable,17:25:00,08:31:00,3
2022-12-13,15,5,27,11,15,14,1.8,96,8.5,1001,91.25,15,14,10,353,119,353,0,3,3.4,météo défavorable,17:26:00,08:32:00,9
2022-12-14,17,13,25,13,15,16,0.3,84,9.625,1000,58.875,17,12,11,122,116,200,0,4,6.9,météo correcte,17:26:00,08:33:00,14
2022-12-15,15,12,17,13,14,14,0.6,85,10,1002,71.625,15,11,11,116,176,353,0,3,5.1,météo défavorable,17:26:00,08:34:00,13
2022-12-16,9,4,21,6,7,9,0,86,10,1018,48.375,9,7,2,122,116,113,0,2,6.9,météo défavorable,17:26:00,08:34:00,7
2022-12-17,10,2,13,2,7,9,0,62,10,1019,3.625,10,3,-2,113,113,113,0,3,8.7,météo très défavorable,17:27:00,08:35:00,2
2022-12-18,14,6,24,7,11,12,0,87,10,1021,43.875,14,7,4,113,116,122,0,4,8.7,météo correcte,17:27:00,08:36:00,6
2022-12-19,14,9,21,9,14,13,0,78,10,1019,41.625,14,8,6,113,113,122,0,3,8.7,météo correcte,17:27:00,08:36:00,10
2022-12-20,15,13,31,13,15,14,0.4,77,9,1018,76.5,15,12,11,119,176,266,0,4,3.3,météo défavorable,17:28:00,08:37:00,14
2022-12-21,14,13,21,13,14,14,1.1,85,10,1024,66.25,14,12,11,176,176,176,0,3,5.1,météo défavorable,17:28:00,08:37:00,13
2022-12-22,16,14,21,14,15,16,0.4,88,10,1022,75.75,16,13,13,353,122,122,0,3,3.3,météo défavorable,17:29:00,08:38:00,14
2022-12-23,16,14,30,15,16,15,0.7,82,9,1021,56.625,16,13,13,119,116,176,0,5,8.7,météo correcte,17:29:00,08:38:00,15
2022-12-24,15,12,12,12,14,15,0.7,92,9,1020,52.375,15,12,11,176,116,113,0,3,6.9,météo correcte,17:30:00,08:39:00,13
2022-12-25,17,12,35,12,17,14,0,79,10,1021,27.875,17,12,10,113,113,122,0,4,8.7,météo correcte,17:30:00,08:39:00,13
2022-12-26,15,11,24,15,13,12,0.5,87,10,1032,65.5,15,11,12,119,353,176,0,3,3.3,météo défavorable,17:31:00,08:39:00,15
2022-12-27,13,8,14,9,12,12,0.1,89,10,1031,36.125,13,10,6,116,113,116,0,3,8.7,météo correcte,17:32:00,08:40:00,10
2022-12-28,15,10,20,10,15,13,0,92,10,1027,27.75,15,11,8,113,113,113,0,4,8.7,météo correcte,17:33:00,08:40:00,10
2022-12-29,14,12,22,13,14,13,1.3,84,9.875,1018,75.125,14,12,11,116,122,296,0,4,3.3,météo défavorable,17:33:00,08:40:00,13
2022-12-30,17,11,38,12,16,17,2.5,88,9.25,1018,70.625,17,13,10,176,263,113,0,4,6.9,météo défavorable,17:34:00,08:40:00,11
2022-12-31,19,14,28,15,17,18,0,79,10,1020,6.25,19,13,12,113,113,113,0,5,8.7,météo favorable,17:35:00,08:41:00,16
